True,Unnamed: 0,Call ID,person_ID,Referal Source,Attorney,Injury 1,Injury 2,Injury 3,Injury 4,Injury 5,surgery,injury_date,intake,take,person_id,name,sex,date of birth,Person ID Check,Facebook,Google,Other,Referal,Website,Female,Male,Age of Client,Ankle,Arm,Elbow,Eye,Foot/Feet,Hand,Hands,Head,Hip,Neck
5315,5315,5451,5415,,Joanee Galloway,Ankle,,,,,No,2014-08-07,2017-06-14,No,5415,Gladys Dixon,Female,1982-10-31,0,0,0,0,0,0,1,0,11603 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
5316,5316,5452,5416,Facebook,Atticus Finch,Foot/Feet,Hand,,,,No,2015-07-28,2017-06-14,No,5416,Chris Powell,Male,1988-08-08,0,1,0,0,0,0,0,1,9850 days 00:00:00.000000000,0,0,0,0,1,1,0,0,0,0
5317,5317,5453,5417,,Ally Mcbeal,Hip,,,,,No,2016-07-21,2017-06-14,No,5417,Heather Marks,Female,1945-04-13,0,0,0,0,0,0,1,0,26032 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
5318,5318,5454,5418,Referal,Daniel Kafee,Head,Neck,,,,No,2014-10-25,2017-06-14,No,5418,Claudia Dickert,Female,1969-03-16,0,0,0,0,1,0,1,0,16659 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,1
5319,5319,5455,5419,Google,Rachel Zane,Ankle,Head,Arm,,,Yes,2016-09-23,2017-06-14,No,5419,Robin Pokorny,Female,1996-03-24,0,0,1,0,0,0,1,0,7488 days 00:00:00.000000000,1,1,0,0,0,0,0,1,0,0
5320,5320,5456,5420,Website,Perry Mason,Neck,,,,,Yes,2015-09-25,2017-06-15,No,5420,Matthew Beebe,Male,1968-07-28,0,0,0,0,0,1,0,1,17225 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
5321,5321,5457,5421,Facebook,Rusty Sabich,Neck,Elbow,Eye,,,Yes,2013-01-31,2017-06-15,No,5421,Clemmie Vincent,Female,1975-11-21,0,1,0,0,0,0,1,0,13586 days 00:00:00.000000000,0,0,1,1,0,0,0,0,0,1
5322,5322,5458,5422,Referal,Rusty Sabich,Hand,Neck,,,,Yes,2010-12-05,2017-06-15,No,5422,David White,Male,1974-01-03,0,0,0,0,1,0,0,1,13485 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,1
5323,5323,5459,5423,Website,Ally Mcbeal,Neck,,,,,Yes,2014-08-04,2017-06-15,No,5423,James Heller,Male,1970-09-19,0,0,0,0,0,1,0,1,16025 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
5324,5324,5460,5424,Referal,Joanee Galloway,Foot/Feet,,,,,Yes,2015-02-24,2017-06-16,No,5424,Aaron Thorne,Male,1952-10-30,0,0,0,0,1,0,0,1,22762 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
5325,5325,5461,5425,Other,Daniel Kafee,Elbow,Head,Foot/Feet,,,Yes,2013-01-11,2017-06-16,No,5425,Esther Wheeler,Female,2007-09-09,0,0,0,1,0,0,1,0,1951 days 00:00:00.000000000,0,0,1,0,1,0,0,1,0,0
5326,5326,5462,5426,Facebook,Rachel Zane,Eye,,,,,No,2014-08-07,2017-06-16,No,5426,Michael Echols,Male,1959-11-17,0,1,0,0,0,0,0,1,19987 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5327,5327,5463,5427,Referal,Rusty Sabich,Eye,Hand,Head,,,Yes,2010-02-20,2017-06-17,No,5427,Nicholas Mcdaniel,Male,2000-03-19,0,0,0,0,1,0,0,1,3625 days 00:00:00.000000000,0,0,0,1,0,1,0,1,0,0
5328,5328,5464,5428,Facebook,Rusty Sabich,Eye,,,,,No,2016-12-02,2017-06-18,No,5428,Amanda Davis,Female,2040-09-17,0,1,0,0,0,0,1,0,-8690 days +00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5329,5329,5465,5429,Website,Patty Hewes,Elbow,Arm,Neck,,,No,2012-09-04,2017-06-19,No,5429,Ruth Quesada,Female,1965-12-15,0,0,0,0,0,1,1,0,17065 days 00:00:00.000000000,0,1,1,0,0,0,0,0,0,1
5330,5330,5466,5430,Referal,Daniel Kafee,Eye,,,,,No,2016-06-25,2017-06-19,No,5430,Paul Carr,Male,1990-02-03,0,0,0,0,1,0,0,1,9639 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5331,5331,5467,5431,Website,Daniel Kafee,Arm,Eye,Head,,,Yes,2013-06-13,2017-06-20,No,5431,Eliza Forry,Female,1998-04-14,0,0,0,0,0,1,1,0,5539 days 00:00:00.000000000,0,1,0,1,0,0,0,1,0,0
5332,5332,5468,5432,,Joanee Galloway,Ankle,Neck,Hand,,,Yes,2015-12-15,2017-06-20,Yes,5432,Toni Joseph,Female,1966-10-20,0,0,0,0,0,0,1,0,17953 days 00:00:00.000000000,1,0,0,0,0,1,0,0,0,1
5333,5333,5469,5433,Referal,Rachel Zane,Head,,,,,No,2015-11-23,2017-06-20,Yes,5433,Rebbecca Tote,Female,1959-04-29,0,0,0,0,1,0,1,0,20662 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
5334,5334,5470,5434,Facebook,Atticus Finch,Ankle,Foot/Feet,Hand,,,Yes,2016-02-16,2017-06-20,No,5434,Gregory Ramirez,Male,1981-05-14,0,1,0,0,0,0,0,1,12696 days 00:00:00.000000000,1,0,0,0,1,1,0,0,0,0
5335,5335,5471,5435,,Rusty Sabich,Neck,Arm,Ankle,,,No,2016-05-27,2017-06-21,Yes,5435,Louella Smith,Female,1984-09-06,0,0,0,0,0,0,1,0,11586 days 00:00:00.000000000,1,1,0,0,0,0,0,0,0,1
5336,5336,5472,5436,Facebook,Rusty Sabich,Neck,Eye,,,,Yes,2014-06-02,2017-06-21,No,5436,Joyce Burke,Female,1986-12-30,0,1,0,0,0,0,1,0,10016 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,1
5337,5337,5473,5437,Referal,Atticus Finch,Ankle,,,,,No,2015-11-03,2017-06-21,Yes,5437,Humberto Dougherty,Male,1978-01-10,0,0,0,0,1,0,0,1,13811 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
5338,5338,5474,5438,Referal,Rusty Sabich,Elbow,,,,,Yes,2016-07-05,2017-06-22,Yes,5438,Nicole Stone,Female,1960-08-03,0,0,0,0,1,0,1,0,20425 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
5339,5339,5475,5439,Website,Rachel Zane,Foot/Feet,Head,Arm,,,No,2014-08-20,2017-06-22,No,5439,Peggy Spence,Female,1982-02-12,0,0,0,0,0,1,1,0,11877 days 00:00:00.000000000,0,1,0,0,1,0,0,1,0,0
5340,5340,5476,5440,Google,,Arm,Eye,,,,Yes,2016-08-19,2017-06-23,No,5440,Rebecca Miller,Female,2019-03-14,0,0,1,0,0,0,1,0,-937 days +00:00:00.000000000,0,1,0,1,0,0,0,0,0,0
5341,5341,5477,5441,Facebook,Perry Mason,Eye,,,,,Yes,2015-04-23,2017-06-24,No,5441,Sandra Williams,,1999-06-03,0,1,0,0,0,0,0,0,5803 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5342,5342,5478,5442,,Daniel Kafee,Eye,,,,,No,2015-09-20,2017-06-25,No,5442,Cory Dankert,Male,2004-01-12,0,0,0,0,0,0,0,1,4269 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5343,5343,5479,5443,Website,Daniel Kafee,Eye,Hand,Ankle,Hands,Foot/Feet,No,2012-09-10,2017-06-25,No,5443,Gene Munson,Male,2020-02-09,0,0,0,0,0,1,0,1,-2708 days +00:00:00.000000000,1,0,0,1,1,1,1,0,0,0
5344,5344,5480,5444,,Patty Hewes,Ankle,Neck,,,,Yes,2015-07-25,2017-06-26,No,5444,Un Martin,Female,1986-04-22,0,0,0,0,0,0,1,0,10686 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,1
5345,5345,5481,5445,Facebook,Rusty Sabich,Eye,Foot/Feet,,,,Yes,2012-09-18,2017-06-26,No,5445,Anthony Williamson,Male,2001-04-27,0,1,0,0,0,0,0,1,4162 days 00:00:00.000000000,0,0,0,1,1,0,0,0,0,0
5346,5346,5482,5446,,,Ankle,Eye,Neck,Head,,No,2013-04-21,2017-06-26,No,5446,Rosemary Yelton,Female,2005-08-14,0,0,0,0,0,0,1,0,2807 days 00:00:00.000000000,1,0,0,1,0,0,0,1,0,1
5347,5347,5483,5447,,Joanee Galloway,Ankle,,,,,No,2016-08-15,2017-06-26,Yes,5447,Terrance Hull,Male,1985-11-22,0,0,0,0,0,0,0,1,11224 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
5348,5348,5484,5448,Facebook,Rusty Sabich,Eye,,,,,Yes,2016-05-12,2017-06-26,No,5448,Eric Lewis,Male,1980-02-26,0,1,0,0,0,0,0,1,13225 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5349,5349,5485,5449,Website,Atticus Finch,Elbow,Head,,,,No,2013-02-11,2017-06-27,No,5449,Edward Koch,Male,2014-02-19,0,0,0,0,0,1,0,1,-373 days +00:00:00.000000000,0,0,1,0,0,0,0,1,0,0
5350,5350,5486,5450,Other,Joanee Galloway,Head,Hands,Hip,,,Yes,2017-01-06,2017-06-27,Yes,5450,Geraldine Will,Female,1973-08-14,0,0,0,1,0,0,1,0,15851 days 00:00:00.000000000,0,0,0,0,0,0,1,1,1,0
5351,5351,5487,5451,Facebook,Atticus Finch,Neck,Hip,Elbow,,,Yes,2015-01-05,2017-06-28,No,5451,David Eames,Male,1962-12-10,0,1,0,0,0,0,0,1,19019 days 00:00:00.000000000,0,0,1,0,0,0,0,0,1,1
5352,5352,5488,5452,Google,,Hand,Ankle,Neck,,,Yes,2016-06-02,2017-06-28,Yes,5452,John Santos,Male,1962-09-16,0,0,1,0,0,0,0,1,19618 days 00:00:00.000000000,1,0,0,0,0,1,0,0,0,1
5353,5353,5489,5453,Facebook,Rusty Sabich,Hands,,,,,No,2015-02-01,2017-06-29,No,5453,Charles Cornett,Male,1994-09-07,0,1,0,0,0,0,0,1,7452 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
5354,5354,5490,5454,Other,Daniel Kafee,Eye,Head,,,,Yes,2016-12-17,2017-06-29,Yes,5454,Angelia Oles,Female,1988-02-22,0,0,0,1,0,0,1,0,10526 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
5355,5355,5491,5455,Google,Atticus Finch,Foot/Feet,,,,,No,2017-02-05,2017-06-29,No,5455,Clay Ring,Male,2019-09-07,0,0,1,0,0,0,0,1,-944 days +00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
5356,5356,5492,5456,Google,Atticus Finch,Neck,Foot/Feet,,,,Yes,2014-01-07,2017-06-29,No,5456,Sally Holt,Female,1983-04-04,0,0,1,0,0,0,1,0,11236 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,1
5357,5357,5493,5457,Google,Atticus Finch,Eye,Hand,Ankle,Hands,,Yes,2016-04-13,2017-06-29,No,5457,Stephen Peterson,Male,1969-12-05,0,0,1,0,0,0,0,1,16931 days 00:00:00.000000000,1,0,0,1,0,1,1,0,0,0
5358,5358,5494,5458,Facebook,Patty Hewes,Head,Hand,Eye,,,No,2014-05-11,2017-06-29,No,5458,Charles Walker,Male,2002-12-23,0,1,0,0,0,0,0,1,4157 days 00:00:00.000000000,0,0,0,1,0,1,0,1,0,0
5359,5359,5495,5459,Google,Patty Hewes,Neck,,,,,Yes,2011-12-15,2017-06-30,No,5459,Debbie Skelton,Female,2009-06-23,0,0,1,0,0,0,1,0,905 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
5360,5360,5496,5460,Referal,Rachel Zane,Ankle,Neck,Hand,,,Yes,2014-11-29,2017-06-30,No,5460,Valencia Cost,Female,2008-01-19,0,0,0,0,1,0,1,0,2506 days 00:00:00.000000000,1,0,0,0,0,1,0,0,0,1
5361,5361,5497,5461,,Atticus Finch,Ankle,Neck,,,,Yes,2014-07-27,2017-06-30,No,5461,Harry Engle,Male,1995-06-26,0,0,0,0,0,0,0,1,6971 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,1
5362,5362,5498,5462,Facebook,Atticus Finch,Head,Ankle,,,,No,2014-07-19,2017-06-30,No,5462,Jeanette Rutledge,Female,1984-08-19,0,1,0,0,0,0,1,0,10926 days 00:00:00.000000000,1,0,0,0,0,0,0,1,0,0
5363,5363,5499,5463,Referal,Perry Mason,Arm,,,,,No,2015-06-11,2017-06-30,No,5463,Joyce Standley,Female,2006-10-01,0,0,0,0,1,0,1,0,3175 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
5364,5364,5500,5464,,Ally Mcbeal,Arm,Hip,Eye,,,No,2017-06-04,2017-06-30,Yes,5464,Florence Darby,Female,1939-01-26,0,0,0,0,0,0,1,0,28619 days 00:00:00.000000000,0,1,0,1,0,0,0,0,1,0
5365,5365,5501,5465,,Ally Mcbeal,Neck,,,,,Yes,2016-01-14,2017-06-30,Yes,5465,Micheal Wesley,Male,1965-01-13,0,0,0,0,0,0,0,1,18628 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
5366,5366,5502,5466,Referal,Patty Hewes,Foot/Feet,Eye,,,,No,2016-10-08,2017-06-30,Yes,5466,William Sutton,Male,1986-12-21,0,0,0,0,1,0,0,1,10884 days 00:00:00.000000000,0,0,0,1,1,0,0,0,0,0
5367,5367,5503,5467,,Rusty Sabich,Ankle,Head,,,,Yes,2016-10-31,2017-07-01,No,5467,Leisa Fabrizio,Female,1983-07-18,0,0,0,0,0,0,1,0,12159 days 00:00:00.000000000,1,0,0,0,0,0,0,1,0,0
5368,5368,5504,5468,Other,Joanee Galloway,Head,Neck,,,,No,2015-01-27,2017-07-01,No,5468,Sabra Hunter,Female,1937-10-18,0,0,0,1,0,0,1,0,28225 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,1
5369,5369,5505,5469,Referal,,Hand,Head,Elbow,Eye,,Yes,2014-05-04,2017-07-01,No,5469,Jeremy Walls,Male,1968-12-30,0,0,0,0,1,0,0,1,16561 days 00:00:00.000000000,0,0,1,1,0,1,0,1,0,0
5370,5370,5506,5470,,Patty Hewes,Hand,,,,,No,2015-02-05,2017-07-02,No,5470,Daniel Minton,Male,1971-10-17,0,0,0,0,0,0,0,1,15817 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
5371,5371,5507,5471,,Joanee Galloway,Hip,Elbow,,,,Yes,2017-04-11,2017-07-02,No,5471,Percy Robinson,Male,1970-08-18,0,0,0,0,0,0,0,1,17038 days 00:00:00.000000000,0,0,1,0,0,0,0,0,1,0
5372,5372,5508,5472,Facebook,Perry Mason,Hip,Arm,Foot/Feet,,,Yes,2017-04-15,2017-07-02,No,5472,Pauline Mason,Female,1990-12-29,0,1,0,0,0,0,1,0,9604 days 00:00:00.000000000,0,1,0,0,1,0,0,0,1,0
5373,5373,5509,5473,Facebook,Patty Hewes,Neck,,,,,No,2015-05-25,2017-07-03,No,5473,Jimmie Moulton,Female,1979-08-03,0,1,0,0,0,0,1,0,13079 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
5374,5374,5510,5474,Other,Patty Hewes,Hands,,,,,No,2017-01-28,2017-07-04,Yes,5474,Myra Withem,Female,1985-05-19,0,0,0,1,0,0,1,0,11577 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
5375,5375,5511,5475,,Joanee Galloway,Head,Elbow,,,,No,2015-04-17,2017-07-05,No,5475,Terry Laughter,Male,1992-08-27,0,0,0,0,0,0,0,1,8268 days 00:00:00.000000000,0,0,1,0,0,0,0,1,0,0
5376,5376,5512,5476,,Ally Mcbeal,Eye,Elbow,,,,No,2016-08-28,2017-07-06,Yes,5476,Carl Bowen,Male,1972-10-10,0,0,0,0,0,0,0,1,16028 days 00:00:00.000000000,0,0,1,1,0,0,0,0,0,0
5377,5377,5513,5477,Facebook,Joanee Galloway,Ankle,,,,,No,2016-10-20,2017-07-06,No,5477,August Romine,Male,1983-09-23,0,1,0,0,0,0,0,1,12081 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
5378,5378,5514,5478,Other,Patty Hewes,Elbow,Head,,,,Yes,2016-06-03,2017-07-07,Yes,5478,Laurie Luke,Female,2005-02-10,0,0,0,1,0,0,1,0,4131 days 00:00:00.000000000,0,0,1,0,0,0,0,1,0,0
5379,5379,5515,5479,Facebook,Rachel Zane,Eye,,,,,No,2013-02-15,2017-07-07,No,5479,John Valdez,Male,1983-04-23,0,1,0,0,0,0,0,1,10891 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5380,5380,5516,5480,Website,Rusty Sabich,Hands,Elbow,,,,Yes,2009-06-04,2017-07-08,No,5480,Casey Kueny,Male,1959-06-24,0,0,0,0,0,1,0,1,18243 days 00:00:00.000000000,0,0,1,0,0,0,1,0,0,0
5381,5381,5517,5481,Other,Ally Mcbeal,Hip,Neck,,,,Yes,2015-04-30,2017-07-09,No,5481,Louis Padilla,Male,1963-06-16,0,0,0,1,0,0,0,1,18946 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,1
5382,5382,5518,5482,,Patty Hewes,Neck,,,,,Yes,2015-05-23,2017-07-09,No,5482,Carl Sclavi,Male,1971-11-14,0,0,0,0,0,0,0,1,15896 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
5383,5383,5519,5483,Facebook,Daniel Kafee,Eye,,,,,Yes,2015-12-29,2017-07-09,No,5483,Earline Toll,Female,2003-10-14,0,1,0,0,0,0,1,0,4459 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5384,5384,5520,5484,Website,Rachel Zane,Hand,Elbow,,,,Yes,2016-07-12,2017-07-10,No,5484,Leo Alvarez,Male,2023-09-15,0,0,0,0,0,1,0,1,-2621 days +00:00:00.000000000,0,0,1,0,0,1,0,0,0,0
5385,5385,5521,5485,Google,Ally Mcbeal,Eye,,,,,Yes,2015-02-07,2017-07-10,No,5485,Gary Freeman,Male,1996-10-31,0,0,1,0,0,0,0,1,6673 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5386,5386,5522,5486,Google,Atticus Finch,Neck,Ankle,,,,Yes,2016-05-28,2017-07-11,Yes,5486,Eric Williams,Male,1985-09-27,0,0,1,0,0,0,0,1,11201 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,1
5387,5387,5523,5487,Website,Atticus Finch,Head,Eye,,,,Yes,2013-05-05,2017-07-12,No,5487,Angela Lindsey,Female,1970-01-14,0,0,0,0,0,1,1,0,15817 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
5388,5388,5524,5488,Referal,Atticus Finch,Elbow,Head,,,,Yes,2016-10-14,2017-07-12,Yes,5488,Jose Black,Male,2012-02-07,0,0,0,0,1,0,0,1,1711 days 00:00:00.000000000,0,0,1,0,0,0,0,1,0,0
5389,5389,5525,5489,Other,Rachel Zane,Head,Hip,,,,No,2011-11-03,2017-07-13,No,5489,Rachel Audirsch,Female,1980-05-26,0,0,0,1,0,0,1,0,11483 days 00:00:00.000000000,0,0,0,0,0,0,0,1,1,0
5390,5390,5526,5490,Referal,Rusty Sabich,Neck,,,,,Yes,2016-12-08,2017-07-13,Yes,5490,John Flory,Male,1941-09-27,0,0,0,0,1,0,0,1,27466 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
5391,5391,5527,5491,Website,Atticus Finch,Arm,,,,,No,2016-12-30,2017-07-14,No,5491,Alan Hall,Male,2012-03-21,0,0,0,0,0,1,0,1,1745 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
5392,5392,5528,5492,Google,Patty Hewes,Hip,Neck,,,,No,2012-01-31,2017-07-14,No,5492,Justin Franklin,Male,2017-03-11,0,0,1,0,0,0,0,1,-1866 days +00:00:00.000000000,0,0,0,0,0,0,0,0,1,1
5393,5393,5529,5493,Website,Joanee Galloway,Hands,Eye,,,,Yes,2016-03-14,2017-07-15,No,5493,Thelma Hunte,Female,1985-05-11,0,0,0,0,0,1,1,0,11265 days 00:00:00.000000000,0,0,0,1,0,0,1,0,0,0
5394,5394,5530,5494,Facebook,Rusty Sabich,Arm,,,,,Yes,2016-06-09,2017-07-16,No,5494,Steven Sponaugle,Male,2005-02-19,0,1,0,0,0,0,0,1,4128 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
5395,5395,5531,5495,Other,Ally Mcbeal,Ankle,Eye,,,,No,2015-03-10,2017-07-17,No,5495,Eva Ball,Female,1952-03-15,0,0,0,1,0,0,1,0,23005 days 00:00:00.000000000,1,0,0,1,0,0,0,0,0,0
5396,5396,5532,5496,Facebook,Daniel Kafee,Neck,Eye,Ankle,,,Yes,2015-05-14,2017-07-17,No,5496,Sandra Williams,Female,2032-08-11,0,1,0,0,0,0,1,0,-6299 days +00:00:00.000000000,1,0,0,1,0,0,0,0,0,1
5397,5397,5533,5497,,Atticus Finch,Arm,,,,,No,2016-08-22,2017-07-17,No,5497,Gabriel Obeso,Male,1947-05-10,0,0,0,0,0,0,0,1,25307 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
5398,5398,5534,5498,,Rusty Sabich,Arm,Hand,,,,No,2016-06-25,2017-07-17,No,5498,Deborah Swift,,1968-03-06,0,0,0,0,0,0,0,0,17643 days 00:00:00.000000000,0,1,0,0,0,1,0,0,0,0
5399,5399,5535,5499,Facebook,Joanee Galloway,Ankle,Elbow,,,,Yes,2015-08-09,2017-07-18,No,5499,William Dutton,Male,1990-04-16,0,1,0,0,0,0,0,1,9246 days 00:00:00.000000000,1,0,1,0,0,0,0,0,0,0
5400,5400,5536,5500,Referal,Daniel Kafee,Elbow,Foot/Feet,,,,No,2017-04-06,2017-07-19,No,5500,Florence Barrett,Female,1995-12-08,0,0,0,0,1,0,1,0,7790 days 00:00:00.000000000,0,0,1,0,1,0,0,0,0,0
5401,5401,5537,5501,Referal,Daniel Kafee,Neck,,,,,Yes,2015-06-28,2017-07-20,No,5501,Carolyn Nowak,Female,,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,1
5402,5402,5538,5502,Referal,,Foot/Feet,Hip,,,,No,2013-09-14,2017-07-20,No,5502,Lashawnda Anderson,Female,1982-01-21,0,0,0,0,1,0,1,0,11559 days 00:00:00.000000000,0,0,0,0,1,0,0,0,1,0
5403,5403,5539,5503,Referal,Joanee Galloway,Arm,,,,,Yes,2015-07-11,2017-07-21,No,5503,Jimmy Tennant,Male,2009-04-20,0,0,0,0,1,0,0,1,2273 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
5404,5404,5540,5504,Referal,Atticus Finch,Neck,Head,Arm,,,Yes,2013-01-01,2017-07-21,No,5504,Elizabeth Mcpeak,Female,1997-11-05,0,0,0,0,1,0,1,0,5536 days 00:00:00.000000000,0,1,0,0,0,0,0,1,0,1
5405,5405,5541,5505,Website,,Hands,Arm,Neck,Head,,Yes,2016-01-31,2017-07-21,Yes,5505,Gladys Jones,Female,1966-12-20,0,0,0,0,0,1,1,0,17939 days 00:00:00.000000000,0,1,0,0,0,0,1,1,0,1
5406,5406,5542,5506,Referal,Joanee Galloway,Hands,Hip,,,,No,2014-12-09,2017-07-22,No,5506,Henry Hernandez,Male,1968-06-19,0,0,0,0,1,0,0,1,16974 days 00:00:00.000000000,0,0,0,0,0,0,1,0,1,0
5407,5407,5543,5507,Website,Daniel Kafee,Eye,,,,,No,2016-12-13,2017-07-22,Yes,5507,Anna Perkins,Female,1977-01-29,0,0,0,0,0,1,1,0,14563 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5408,5408,5544,5508,Website,Perry Mason,Hands,Eye,,,,No,2016-02-04,2017-07-22,Yes,5508,Nicholas Martz,Male,1977-07-07,0,0,0,0,0,1,0,1,14091 days 00:00:00.000000000,0,0,0,1,0,0,1,0,0,0
5409,5409,5545,5509,,Rachel Zane,Neck,Hands,,,,No,2014-06-20,2017-07-23,No,5509,Samuel Musgrave,Male,1965-01-09,0,0,0,0,0,0,0,1,18059 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,1
5410,5410,5546,5510,Website,Joanee Galloway,Hand,,,,,No,2017-06-20,2017-07-24,No,5510,Kenneth Cook,Male,1958-07-26,0,0,0,0,0,1,0,1,21514 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
5411,5411,5547,5511,Referal,Perry Mason,Neck,,,,,Yes,2012-10-17,2017-07-24,No,5511,Tinisha Price,Female,1974-01-04,0,0,0,0,1,0,1,0,14166 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
5412,5412,5548,5512,Facebook,Rusty Sabich,Elbow,,,,,Yes,2017-01-31,2017-07-25,Yes,5512,Clara Torres,,2007-10-01,0,1,0,0,0,0,0,0,3410 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
5413,5413,5549,5513,Google,Rachel Zane,Neck,,,,,Yes,2012-12-31,2017-07-26,No,5513,Guy Kraft,Male,1953-05-21,0,0,1,0,0,0,0,1,21774 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
5414,5414,5550,5514,Facebook,Joanee Galloway,Ankle,Hip,Head,,,No,2016-08-29,2017-07-27,Yes,5514,Edna Lade,Female,2000-03-19,0,1,0,0,0,0,1,0,6007 days 00:00:00.000000000,1,0,0,0,0,0,0,1,1,0
5415,5415,5551,5515,Facebook,Perry Mason,Eye,,,,,No,2017-01-16,2017-07-27,Yes,5515,Denise Thomas,Female,1974-10-10,0,1,0,0,0,0,1,0,15439 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5416,5416,5552,5516,Other,Ally Mcbeal,Hands,Elbow,Arm,,,No,2013-12-05,2017-07-28,No,5516,Michael Gerraro,Male,1977-01-14,0,0,0,1,0,0,0,1,13474 days 00:00:00.000000000,0,1,1,0,0,0,1,0,0,0
5417,5417,5553,5517,Website,Rusty Sabich,Head,,,,,Yes,2014-03-26,2017-07-28,No,5517,Sharon Rodriguez,Female,1960-05-28,0,0,0,0,0,1,1,0,19660 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
5418,5418,5554,5518,Other,Perry Mason,Hands,Hand,Neck,,,Yes,2017-05-27,2017-07-28,Yes,5518,Ora Grover,Female,1978-07-07,0,0,0,1,0,0,1,0,14204 days 00:00:00.000000000,0,0,0,0,0,1,1,0,0,1
5419,5419,5555,5519,Referal,Rachel Zane,Foot/Feet,Eye,,,,No,2016-10-06,2017-07-29,No,5519,Mary Angelini,Female,1964-12-17,0,0,0,0,1,0,1,0,18921 days 00:00:00.000000000,0,0,0,1,1,0,0,0,0,0
5420,5420,5556,5520,Referal,Ally Mcbeal,Eye,,,,,Yes,2013-09-15,2017-07-29,No,5520,Leonard Flores,Male,1986-06-15,0,0,0,0,1,0,0,1,9954 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
5421,5421,5557,5521,Other,Daniel Kafee,Neck,Head,,,,Yes,2014-02-07,2017-07-29,No,5521,Mark Parrott,Male,1995-03-01,0,0,0,1,0,0,0,1,6918 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,1
5422,5422,5558,5522,Website,Rusty Sabich,Elbow,Arm,Head,,,Yes,2014-04-04,2017-07-30,No,5522,Lisa Garcia,Female,1995-10-19,0,0,0,0,0,1,1,0,6742 days 00:00:00.000000000,0,1,1,0,0,0,0,1,0,0
5423,5423,5559,5523,Facebook,Atticus Finch,Ankle,Hands,Head,Neck,,Yes,2017-01-23,2017-07-30,Yes,5523,Jamie Buford,Female,2015-04-03,0,1,0,0,0,0,1,0,661 days 00:00:00.000000000,1,0,0,0,0,0,1,1,0,1
